	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
839	Q9Y5J1	P40362	Yes	No	PTHR18359	PTHR18359
840	P49005	P46957	Yes	Yes	PTHR10416	PTHR10416
841	Q9Y2B2	P23797	Yes	Yes	PTHR12993	PTHR12993
842	Q9H2M3	Q08985	Yes	Yes	PTHR46120	PTHR11103
843	O43196	Q12175	Yes	No	PTHR11361	PTHR11361
844	Q9NTJ5	P32368	Yes	Yes	PTHR45662	PTHR45662
845	Q8WZ82	Q99369	Yes	Yes	PTHR48070	PTHR48070
846	Q92541	P53064	Yes	No	PTHR46695	PTHR13115
847	Q96HR8	P53919	Yes	No	PTHR31633	PTHR31633
848	Q14565	P25453	Yes	Yes	PTHR22942	PTHR22942
849	P31350	P09938	Yes	Yes	PTHR23409	PTHR23409
850	P62857	P0C0X0	Yes	Yes	PTHR10769	PTHR10769
851	P56282	P24482	Yes	No	PTHR12708	PTHR12708
852	Q9H3H5	P07286	Yes	Yes	PTHR10571	PTHR10571
853	O00566	P47083	Yes	No	PTHR17039	PTHR17039
854	Q9UHY7	P32626	Yes	Yes	PTHR20371	PTHR20371
855	Q9NPD3	P46948	Yes	Yes	PTHR11953	PTHR11953
856	A8MPP1	P22516	Yes	Yes	PTHR11472	PTHR11472
857	Q9P2I0	Q12102	Yes	No	PTHR45922	PTHR45922
858	O75817	P38291	Yes	No	PTHR15314	PTHR28256
859	Q9NRX1	Q99216	Yes	No	PTHR12826	PTHR12826
860	Q99447	P33412	Yes	Yes	PTHR45780	PTHR45780
861	P49754	P38959	Yes	Yes	PTHR12616	PTHR12616
862	Q14974	Q06142	Yes	Yes	PTHR10527	PTHR10527
863	P51946	P37366	Yes	Yes	PTHR10026	PTHR10026
864	Q9Y3A2	P34247	Yes	Yes	PTHR12838	PTHR12838
865	Q9BTE6	P53960	Yes	Yes	PTHR43462	PTHR43462
866	Q8TBE9	Q12486	Yes	No	PTHR46470	PTHR43885
867	P62913	Q3E757	Yes	No	PTHR11994	PTHR11994
868	Q9BUK6	Q03652	Yes	No	PTHR13391	PTHR13391
869	Q9NPF4	P36132	Yes	Yes	PTHR11735	PTHR11735
870	Q3MHD2	P38828	Yes	Yes	PTHR13542	PTHR13542
871	Q9UBP6	Q12009	Yes	Yes	PTHR23417	PTHR23417
872	Q5TC63	Q12317	Yes	No	PTHR22957	PTHR22957
873	O43709	P25627	Yes	Yes	PTHR12734	PTHR12734
874	P18124	P05737	Yes	Yes	PTHR11524	PTHR11524
875	Q3LXA3	P43550	Yes	Yes	PTHR28629	PTHR28629
876	P84098	P0CX82	Yes	Yes	PTHR10722	PTHR10722
877	Q96EL3	P19956	Yes	No	PTHR33618	PTHR28236
878	P26373	Q12690	Yes	Yes	PTHR11722	PTHR11722
879	Q9Y3R5	Q03921	Yes	No	PTHR14042	PTHR14042
880	Q9NVD3	Q03942	Yes	No	PTHR13271	PTHR13271
881	P61457	P38744	Yes	No	PTHR12599	PTHR12599
882	Q9Y4I1	P19524	Yes	Yes	PTHR13140	PTHR13140
883	Q9BT22	P16661	Yes	Yes	PTHR13036	PTHR13036
884	Q15560	P07273	Yes	No	PTHR11477	PTHR11477
885	Q9Y512	P53969	Yes	No	PTHR12815	PTHR12815
886	Q8IUR0	Q03337	Yes	No	PTHR20902	PTHR20902
887	P62910	P38061	Yes	Yes	PTHR23413	PTHR23413
888	Q96GG9	Q12395	Yes	Yes	PTHR12281	PTHR12281
889	Q9P2W9	P41834	Yes	No	PTHR15959	PTHR15959
890	P47985	P08067	Yes	No	PTHR10134	PTHR10134
891	Q9BPX5	P40518	Yes	Yes	PTHR12644	PTHR12644
892	Q9H7B2	P36160	Yes	Yes	PTHR12728	PTHR12728
893	Q8TCT1	P53981	Yes	No	PTHR20889	PTHR43344
894	Q8N6M3	Q06676	Yes	No	PTHR23129	PTHR23129
895	Q8WWY3	P49704	Yes	No	PTHR13904	PTHR13904
896	Q9UI26	Q02932	Yes	Yes	PTHR10997	PTHR10997
897	P14735	Q06010	Yes	Yes	PTHR43690	PTHR43690
898	Q9NYH9	Q02354	Yes	No	PTHR23271	PTHR23271
899	P62917	P0CX45	Yes	Yes	PTHR13691	PTHR13691
900	Q9UBV8	P53238	Yes	No	PTHR46212	PTHR46212
901	P40616	P38116	Yes	Yes	PTHR11711	PTHR11711
902	P62310	P57743	Yes	Yes	PTHR13110	PTHR13110
903	P29083	P36100	Yes	No	PTHR13097	PTHR13097
904	P11021	P16474	Yes	Yes	PTHR19375	PTHR19375
905	Q4VC12	P32335	Yes	No	PTHR46920	PTHR28069
906	Q92538	P39993	Yes	No	PTHR10663	PTHR10663
907	Q9Y2Y1	Q04307	Yes	Yes	PTHR11239	PTHR11239
908	P62942	P20081	Yes	Yes	PTHR10516	PTHR10516
909	Q6IN85	P40164	Yes	No	PTHR23318	PTHR23318
910	Q6V0L0	P54781	Yes	No	PTHR24286	PTHR24286
911	O95394	P38628	Yes	Yes	PTHR45955	PTHR45955
912	Q9ULA0	P38821	Yes	Yes	PTHR28570	PTHR28570
913	Q96FM1	P25625	Yes	Yes	PTHR13148	PTHR13148
914	Q9Y221	Q08962	Yes	Yes	PTHR23415	PTHR23415
915	P35268	P56628	Yes	No	PTHR10064	PTHR10064
916	P48047	P09457	Yes	Yes	PTHR11910	PTHR11910
917	Q7L5Y9	P40492	Yes	No	PTHR12170	PTHR12170
918	P21589	P38887	Yes	No	PTHR11575	PTHR11575
919	P25788	P21242	Yes	Yes	PTHR11599	PTHR11599
920	Q96D46	P38861	Yes	Yes	PTHR12746	PTHR12746
921	P63279	P50623	Yes	Yes	PTHR24067	PTHR24067
922	Q9UGP5	P25615	Yes	No	PTHR11276	PTHR11276
923	O75716	Q12003	Yes	Yes	PTHR45998	PTHR45998
924	Q86VZ2	P38123	Yes	No	PTHR22847	PTHR22847
925	P0C024	Q12524	Yes	No	PTHR12992	PTHR12992
926	O14734	P41903	Yes	Yes	PTHR11066	PTHR11066
927	P30793	P51601	Yes	Yes	PTHR11109	PTHR11109
928	O15438	P39109	Yes	Yes	PTHR24223	PTHR24223
929	O15438	P14772	Yes	Yes	PTHR24223	PTHR24223
930	Q96KP1	P89102	Yes	No	PTHR13043	PTHR13043
931	P20674	P00427	Yes	Yes	PTHR14200	PTHR14200
932	P60983	Q12156	Yes	No	PTHR11249	PTHR11249
933	Q9UBE0	Q06624	Yes	Yes	PTHR10953	PTHR10953
934	Q9BV38	P53877	Yes	No	PTHR18763	PTHR18763
935	P23396	P05750	Yes	Yes	PTHR11760	PTHR11760
936	Q00535	P17157	Yes	No	PTHR24056	PTHR24056
937	Q8NCF5	Q06340	Yes	No	PTHR47187	
938	Q9UI15	Q08873	Yes	No	PTHR47385	PTHR47385
939	Q9BZE2	P31115	Yes	No	PTHR11142	PTHR11142
940	Q9NR22	P38074	Yes	No	PTHR11006	PTHR11006
941	P60866	P38701	Yes	Yes	PTHR11700	PTHR11700
942	Q96CS3	Q12229	Yes	No	PTHR23322	PTHR23322
943	Q9Y3C4	Q03705	Yes	Yes	PTHR15840	PTHR15840
944	Q8N6M5	P25335	Yes	Yes	PTHR12045	PTHR12045
945	O75083	P46680	Yes	Yes	PTHR19856	PTHR19856
946	P51648	Q04458	Yes	No	PTHR43570	PTHR43570
947	Q9NRN7	P50113	Yes	No	PTHR12215	PTHR12215
948	Q9BSH4	P53212	Yes	Yes	PTHR12532	PTHR12532
949	P55769	P39990	Yes	Yes	PTHR23105	PTHR23105
950	Q13724	P53008	Yes	Yes	PTHR10412	PTHR10412
951	P53597	P53598	Yes	Yes	PTHR11117	PTHR11117
952	Q15542	P38129	Yes	No	PTHR19879	PTHR19879
953	O75943	P32641	Yes	No	PTHR12172	PTHR12172
954	Q9H2D1	P40464	Yes	No	PTHR45683	PTHR45683
955	Q86TW2	Q06567	Yes	Yes	PTHR43173	PTHR43173
956	Q9NQH7	P40051	Yes	Yes	PTHR43226	PTHR43226
957	P24752	P41338	Yes	Yes	PTHR18919	PTHR18919
958	P15927	P26754	Yes	Yes	PTHR13989	PTHR13989
959	Q8ND56	P45978	Yes	No	PTHR13586	PTHR13586
960	P53621	P53622	Yes	Yes	PTHR19876	PTHR19876
961	Q9Y673	P40350	Yes	Yes	PTHR10859	PTHR10859
962	Q9H5J4	P39540	Yes	Yes	PTHR11157	PTHR11157
963	P50213	P28241	Yes	Yes	PTHR11835	PTHR11835
964	Q9UI30	P53738	Yes	Yes	PTHR12773	PTHR12773
965	Q9Y3A4	P25368	Yes	No	PTHR13191	PTHR13191
966	Q712K3	P14682	Yes	No	PTHR24067	PTHR24067
967	O95400	P38852	Yes	No	PTHR13138	PTHR13138
968	Q9UJK0	Q12094	Yes	No	PTHR20426	PTHR20426
969	P60604	Q02159	Yes	Yes	PTHR24067	PTHR24067
970	P61218	P20435	Yes	No	PTHR47227	PTHR47227
971	Q8N5Z0	P53090	Yes	Yes	PTHR42790	PTHR42790
972	Q7Z3U7	P48563	Yes	No	PTHR10663	PTHR10663
973	O14744	P38274	Yes	Yes	PTHR10738	PTHR10738
974	Q9Y295	P39729	Yes	Yes	PTHR43127	PTHR43127
975	P36957	P19262	Yes	No	PTHR43416	PTHR43416
976	Q5RIA9	P53729	Yes	No	PTHR13748	PTHR13748
977	Q9UQM7	P27466	Yes	No	PTHR24347	PTHR24347
978	Q15070	P39952	Yes	Yes	PTHR12428	PTHR12428
979	Q9BV23	P53750	Yes	Yes	PTHR43798	PTHR42977
980	P49336	P39073	Yes	No	PTHR24056	PTHR24056
981	O43617	P36149	Yes	Yes	PTHR13048	PTHR13048
982	O60524	Q12532	Yes	No	PTHR15239	PTHR15239
983	Q5T2R2	P18900	Yes	No	PTHR12001	PTHR12001
984	P49959	P32829	Yes	No	PTHR10139	PTHR10139
985	P11766	P32771	Yes	Yes	PTHR43880	PTHR43880
986	Q15046	P15180	Yes	Yes	PTHR42918	PTHR42918
987	Q86V81	Q12159	Yes	No	PTHR19965	PTHR19965
988	Q8WXB1	P53970	Yes	Yes	PTHR14614	PTHR14614
989	Q9Y216	P47147	Yes	No	PTHR10807	PTHR10807
990	Q9Y3B2	P53859	Yes	No	PTHR12686	PTHR12686
991	Q9NRA0	Q06147	Yes	No	PTHR12358	PTHR12358
992	P00374	P07807	Yes	Yes	PTHR48069	PTHR48069
993	Q14534	P32476	Yes	Yes	PTHR10835	PTHR10835
994	Q9NQT4	P53256	Yes	Yes	PTHR11953	PTHR11953
995	P49448	P39708	Yes	No	PTHR11606	PTHR43571
996	P0DMV9	P22202	Yes	Yes	PTHR19375	PTHR19375
997	P32780	P32776	Yes	No	PTHR12856	PTHR12856
998	P20585	P25336	Yes	Yes	PTHR11361	PTHR11361
999	Q9Y5L0	Q99189	Yes	Yes	PTHR12363	PTHR12363
1000	Q96P11	P53972	Yes	Yes	PTHR22807	PTHR22807
1001	Q9Y255	Q05776	Yes	Yes	PTHR11158	PTHR11158
1002	Q9BQ65	Q12208	Yes	No	PTHR13522	PTHR13522
1003	Q6J4K2	P47144	Yes	No	PTHR12266	PTHR12266
1004	Q9BZP6	Q06350	Yes	No	PTHR11177	PTHR11177
1005	P55039	P53295	Yes	Yes	PTHR43127	PTHR43127
1006	Q8NB90	P32794	Yes	No	PTHR23077	PTHR23077
1007	Q9Y548	P53108	Yes	No	PTHR12822	PTHR12822
1008	O94868	P38822	Yes	No	PTHR15735	PTHR15735
1009	Q9Y3D7	P42949	Yes	No	PTHR12388	PTHR12388
1010	Q9Y519	P36142	Yes	No	PTHR23423	PTHR23423
1011	Q9BVK6	P53198	Yes	Yes	PTHR22811	PTHR22811
1012	P22694	P06244	Yes	No	PTHR24353	PTHR24353
1013	Q71F56	P38931	Yes	No	PTHR48249	PTHR48249
1014	P61088	P52490	Yes	Yes	PTHR24068	PTHR24068
1015	Q7L014	P21372	Yes	No	PTHR24031	PTHR24031
1016	Q75T13	P43571	Yes	No	PTHR15495	PTHR15495
1017	P27449	P25515	Yes	Yes	PTHR10263	PTHR10263
1018	P61247	P33442	Yes	Yes	PTHR11830	PTHR11830
1019	Q9NVH6	P23180	Yes	Yes	PTHR10696	PTHR10696
1020	Q9H477	P25332	Yes	Yes	PTHR10584	PTHR10584
1021	Q9Y3U8	O14455	Yes	Yes	PTHR10114	PTHR10114
1022	P08574	P07143	Yes	Yes	PTHR10266	PTHR10266
1023	P0CG08	P38799	Yes	No	PTHR15948	PTHR15948
1024	P00395	P00401	Yes	Yes	PTHR10422	PTHR10422
1025	Q9BRG1	P47142	Yes	Yes	PTHR13149	PTHR13149
1026	Q9NUW8	P38319	Yes	Yes	PTHR12415	PTHR12415
1027	Q9UG56	P39006	Yes	No	PTHR10067	PTHR10067
1028	P49366	P38791	Yes	Yes	PTHR11703	PTHR11703
1029	Q9Y6N1	P19516	Yes	Yes	PTHR21320	PTHR21320
1030	P15121	P38715	Yes	No	PTHR11732	PTHR11732
1031	Q9UMS0	P32860	Yes	Yes	PTHR11178	PTHR11178
1032	Q8WTT2	Q07896	Yes	No	PTHR14428	PTHR14428
1033	P31040	Q00711	Yes	Yes	PTHR11632	PTHR11632
1034	O60683	Q05568	Yes	Yes	PTHR23350	PTHR23350
1035	O95470	Q05567	Yes	Yes	PTHR42735	PTHR42735
1036	Q68CQ4	P40498	Yes	Yes	PTHR12933	PTHR12933
1037	Q9NUQ8	P43535	Yes	Yes	PTHR19211	PTHR19211
1038	P17174	P23542	Yes	Yes	PTHR11879	PTHR11879
1039	Q86Y79	P38876	Yes	No	PTHR17224	PTHR17224
1040	P49789	P49775	Yes	No	PTHR46981	PTHR46243
1041	Q9Y3Q3	P39704	Yes	No	PTHR22811	PTHR22811
1042	Q96A65	P32855	Yes	No	PTHR14146	PTHR14146
1043	O75907	P53629	Yes	No	PTHR10408	PTHR10408
1044	P49736	P29469	Yes	Yes	PTHR11630	PTHR11630
1045	Q8N140	P43124	Yes	No	PTHR16140	PTHR16140
1046	Q9NNW5	Q08924	Yes	Yes	PTHR14344	PTHR14344
1047	Q9BRT9	Q03406	Yes	Yes	PTHR21206	PTHR21206
1048	Q9UHB9	P38687	Yes	Yes	PTHR12860	PTHR12860
1049	P53701	P06182	Yes	No	PTHR12743	PTHR12743
1050	Q9NPI5	P53915	Yes	No	PTHR10285	PTHR10285
1051	P62875	P22139	Yes	Yes	PTHR23431	PTHR23431
1052	P62877	Q08273	Yes	Yes	PTHR11210	PTHR11210
1053	O95163	Q06706	Yes	No	PTHR12747	PTHR12747
1054	Q8IZL8	P39113	Yes	No	PTHR34105	PTHR46910
1055	P48163	P36013	Yes	Yes	PTHR23406	PTHR23406
1056	Q12769	P35729	Yes	No	PTHR21286	PTHR21286
1057	P55263	P47143	Yes	Yes	PTHR45769	PTHR45769
1058	Q7L0J3	P25297	Yes	No	PTHR23511	PTHR24064
1059	Q13616	Q12018	Yes	Yes	PTHR11932	PTHR11932
1060	Q9Y248	P40359	Yes	Yes	PTHR12772	PTHR12772
1061	P62424	P29453	Yes	Yes	PTHR23105	PTHR23105
1062	Q01433	P15274	Yes	No	PTHR11359	PTHR11359
1063	Q9BUE0	P32585	Yes	No	PTHR13321	PTHR13321
1064	O43772	Q12289	Yes	Yes	PTHR45624	PTHR45624
1065	O60832	P33322	Yes	No	PTHR23127	PTHR23127
1066	Q149N8	Q06554	Yes	No	PTHR45865	PTHR45626
1067	P48553	Q03660	Yes	No	PTHR13251	PTHR13251
1068	P04424	P04076	Yes	Yes	PTHR43814	PTHR43814
1069	P17812	P28274	Yes	Yes	PTHR11550	PTHR11550
1070	Q1RMZ1	P38278	Yes	No	PTHR21008	PTHR21008
1071	P13051	P12887	Yes	No	PTHR11264	PTHR11264
1072	Q6PIV7	P32332	Yes	No	PTHR45928	PTHR45618
1073	Q53FT3	Q08202	Yes	Yes	PTHR12925	PTHR12925
1074	P49588	P40825	Yes	Yes	PTHR11777	PTHR11777
1075	O14757	P38147	Yes	Yes	PTHR24343	PTHR43895
1076	Q6YHU6	Q03496	Yes	No	PTHR14387	PTHR14387
1077	O00471	Q06245	Yes	No	PTHR12100	PTHR12100
1078	Q49AN0	P05066	Yes	No	PTHR11455	PTHR11455
1079	P25787	P23639	Yes	Yes	PTHR11599	PTHR11599
1080	Q96Q11	P21269	Yes	No	PTHR46173	PTHR13734
1081	P23381	Q12109	Yes	Yes	PTHR10055	PTHR10055
1082	Q9UQ84	P39875	Yes	No	PTHR11081	PTHR11081
1083	Q14669	P11075	Yes	No	PTHR45670	PTHR10663
1084	Q13907	P15496	Yes	Yes	PTHR10885	PTHR10885
1085	Q9NWS0	P38768	Yes	No	PTHR22997	PTHR22997
1086	P37059	P40471	Yes	No	PTHR43313	PTHR44169
1087	P00156	P00163	Yes	Yes	PTHR19271	PTHR19271
1088	P56537	Q12522	Yes	Yes	PTHR10784	PTHR10784
1089	Q14240	P10081	Yes	No	PTHR24031	PTHR24031
1090	Q96C36	P32263	Yes	No	PTHR11645	PTHR11645
1091	P39023	P14126	Yes	Yes	PTHR11363	PTHR11363
1092	P61077	P15731	Yes	No	PTHR24068	PTHR24068
1093	Q9Y3A5	Q07953	Yes	Yes	PTHR10927	PTHR10927
1094	A0A3B3IRV3	P89886	Yes	No	PTHR22798	PTHR22798
1095	O94888	Q06682	Yes	No	PTHR23322	PTHR23322
1096	Q14562	P24384	Yes	Yes	PTHR18934	PTHR18934
1097	Q9H8H2	P36120	Yes	No	PTHR24031	PTHR24031
1098	O14979	Q99383	Yes	No	PTHR48033	PTHR48031
1099	P25786	P40302	Yes	Yes	PTHR11599	PTHR11599
1100	P60900	P21243	Yes	Yes	PTHR11599	PTHR11599
1101	P67870	P38930	Yes	Yes	PTHR11740	PTHR11740
1102	Q9Y672	Q12001	Yes	Yes	PTHR12413	PTHR12413
1103	Q9H1Y0	Q12380	Yes	Yes	PTHR13040	PTHR13040
1104	Q8IYB8	P32580	Yes	No	PTHR12131	PTHR12131
1105	P13804	Q12480	Yes	Yes	PTHR43153	PTHR43153
1106	P25398	P48589	Yes	Yes	PTHR11843	PTHR11843
1107	P52732	P28742	Yes	No	PTHR47970	PTHR47970
1108	Q969U7	P36040	Yes	No	PTHR12970	PTHR12970
1109	Q9Y3D6	P40515	Yes	No	PTHR13247	PTHR13247
1110	Q0PNE2	Q04868	Yes	No	PTHR16184	PTHR16184
1111	Q6P4F2	Q12184	Yes	No	PTHR23426	PTHR23426
1112	Q16134	Q08822	Yes	Yes	PTHR10617	PTHR10617
1113	P05386	P10622	Yes	No	PTHR45696	PTHR45696
1114	P05387	P02400	Yes	No	PTHR21141	PTHR21141
1115	Q9BUI4	P32349	Yes	No	PTHR12949	PTHR12949
1116	Q9UI42	P38836	Yes	Yes	PTHR11705	PTHR11705
1117	P09001	P31334	Yes	No	PTHR11229	PTHR11229
1118	P48728	P48015	Yes	Yes	PTHR43757	PTHR43757
1119	O14618	P40202	Yes	Yes	PTHR10003	PTHR10003
1120	Q9UI43	P53123	Yes	No	PTHR10920	PTHR10920
1121	P06576	P00830	Yes	Yes	PTHR15184	PTHR15184
1122	Q9NRK6	P33311	Yes	No		PTHR43394
1123	Q5JRX3	P32898	Yes	Yes	PTHR43016	PTHR43016
1124	Q9BZD4	P33895	Yes	No	PTHR21650	PTHR21650
1125	Q9H0D6	Q02792	Yes	No	PTHR12341	PTHR12341
1126	Q9Y2Z2	P53070	Yes	Yes	PTHR11806	PTHR11806
1127	P53384	P52920	Yes	Yes	PTHR23264	PTHR23264
1128	Q8IXI2	P39722	Yes	Yes	PTHR24072	PTHR24072
1129	Q96T25	P41696	Yes	No	PTHR19818	PTHR24390
1130	P14324	P08524	Yes	Yes	PTHR11525	PTHR11525
1131	P62308	P40204	Yes	Yes	PTHR10553	PTHR10553
1132	P36873	P32598	Yes	Yes	PTHR11668	PTHR11668
1133	Q99437	P23968	Yes	Yes	PTHR10263	PTHR10263
1134	Q8TC07	P48365	Yes	No	PTHR22957	PTHR22957
1135	Q4ADV7	P40395	Yes	No	PTHR22746	PTHR22746
1136	Q6IPR3	P53177	Yes	Yes	PTHR23245	PTHR23245
1137	P22830	P16622	Yes	Yes	PTHR11108	PTHR11108
1138	P38117	P42940	Yes	Yes	PTHR21294	PTHR21294
1139	Q14232	P14741	Yes	Yes	PTHR45860	PTHR45860
1140	P20020	P38929	Yes	No	PTHR24093	PTHR24093
1141	P67775	P23595	Yes	Yes	PTHR45619	PTHR45619
1142	Q6NT16	P38125	Yes	No	PTHR23506	PTHR23502
1143	O94822	Q04781	Yes	No	PTHR12389	PTHR12389
1144	O60930	Q04740	Yes	Yes	PTHR10642	PTHR10642
1145	Q6RFH5	P53136	Yes	No	PTHR16038	PTHR16038
1146	Q9Y5P6	P41940	Yes	Yes	PTHR22572	PTHR22572
1147	Q9H3S5	P47088	Yes	Yes	PTHR12886	PTHR12886
1148	P30260	P38042	Yes	No	PTHR12558	PTHR12558
1149	Q8NCW5	P40165	Yes	Yes	PTHR13232	PTHR13232
1150	O94979	P38968	Yes	No	PTHR13923	PTHR13923
1151	O95140	P38297	Yes	No	PTHR10465	PTHR10465
1152	O75192	Q12462	Yes	Yes	PTHR12652	PTHR12652
1153	P62891	P04650	Yes	No	PTHR19970	PTHR19970
1154	P05198	P20459	Yes	Yes	PTHR10602	PTHR10602
1155	O95801	P33313	Yes	No	PTHR46035	PTHR46035
1156	P61599	Q06504	Yes	Yes	PTHR45910	PTHR45910
1157	Q9HB07	P40093	Yes	Yes	PTHR11215	PTHR11215
1158	O15530	Q03407	Yes	No	PTHR24356	PTHR24356
1159	Q13405	P25642	Yes	No	PTHR13477	PTHR13477
1160	P55786	P37898	Yes	Yes	PTHR11533	PTHR11533
1161	Q7Z569	P38748	Yes	No	PTHR24007	PTHR24007
1162	P49914	P40099	Yes	Yes	PTHR23407	PTHR23407
1163	P30419	P14743	Yes	No	PTHR11377	PTHR11377
1164	Q9NXH9	P15565	Yes	Yes	PTHR10631	PTHR10631
1165	Q9NVS9	P38075	Yes	Yes	PTHR10851	PTHR10851
1166	P24386	P32864	Yes	No	PTHR11787	PTHR11787
1167	Q12887	P21592	Yes	Yes	PTHR43448	PTHR43448
1168	Q5T1C6	P40098	Yes	No	PTHR12418	PTHR47260
1169	P40227	P39079	Yes	Yes	PTHR11353	PTHR11353
1170	P53990	P53843	Yes	No	PTHR12161	PTHR12161
1171	O75648	Q12093	Yes	Yes	PTHR11933	PTHR11933
1172	Q9BVK2	P40351	Yes	Yes	PTHR12413	PTHR12413
1173	O94830	Q12204	Yes	No	PTHR23509	PTHR23509
1174	Q96FZ2	Q04471	Yes	No	PTHR13604	PTHR13604
1175	P08559	P16387	Yes	No	PTHR11516	PTHR11516
1176	Q5JVF3	P47130	Yes	No	PTHR12732	PTHR12732
1177	Q9NXC5	P38164	Yes	No	PTHR16453	PTHR16453
1178	P11413	P11412	Yes	Yes	PTHR23429	PTHR23429
1179	Q13868	P38792	Yes	Yes	PTHR21321	PTHR21321
1180	P40123	P17555	Yes	Yes	PTHR10652	PTHR10652
1181	Q99832	P42943	Yes	Yes	PTHR11353	PTHR11353
1182	Q13206	P20448	Yes	No	PTHR24031	PTHR24031
1183	Q5U5R9	P40985	Yes	No	PTHR45622	PTHR45622
1184	Q92871	P07283	Yes	No	PTHR10466	PTHR10466
1185	Q9NUI1	P32573	Yes	Yes	PTHR43296	PTHR43296
1186	P33993	P38132	Yes	Yes	PTHR11630	PTHR11630
1187	Q13618	P53202	Yes	Yes	PTHR11932	PTHR11932
1188	Q8IWV8	P19812	Yes	No	PTHR21497	PTHR21497
1189	Q9H063	P41910	Yes	No	PTHR22504	PTHR22504
1190	P11177	P32473	Yes	Yes	PTHR11624	PTHR11624
1191	Q9NPE3	Q6Q547	Yes	Yes	PTHR13305	PTHR13305
1192	Q9Y312	P32357	Yes	Yes	PTHR12689	PTHR12689
1193	Q9Y3B1	P35200	Yes	No	PTHR11158	PTHR11158
1194	O75821	Q04067	Yes	Yes	PTHR10352	PTHR10352
1195	P08397	P28789	Yes	Yes	PTHR11557	PTHR11557
1196	Q8IY81	P25582	Yes	No	PTHR10920	PTHR10920
1197	O00757	P09201	Yes	No	PTHR11556	PTHR11556
1198	Q9BQ52	P36159	Yes	Yes	PTHR12553	PTHR12553
1199	P49589	P53852	Yes	Yes	PTHR10890	PTHR10890
1200	O95260	P16639	Yes	No	PTHR21367	PTHR21367
1201	P61970	P33331	Yes	Yes	PTHR12612	PTHR12612
1202	Q969S8	P53973	Yes	No	PTHR48252	PTHR48252
1203	Q8WU90	Q12000	Yes	No	PTHR12681	PTHR12681
1204	Q9NWL6	Q04489	Yes	Yes	PTHR45937	PTHR45937
1205	Q92759	Q02939	Yes	Yes	PTHR13152	PTHR13152
1206	P35573	Q06625	Yes	Yes	PTHR10569	PTHR10569
1207	P10606	P04037	Yes	No	PTHR10122	PTHR10122
1208	P47712	P39105	Yes	No	PTHR10728	PTHR10728
1209	O95628	P34909	Yes	No	PTHR12603	PTHR12603
1210	Q9UI12	P41807	Yes	No	PTHR10698	PTHR10698
1211	Q9UNM6	Q04062	Yes	Yes	PTHR10539	PTHR10539
1212	P50443	P53394	Yes	No	PTHR11814	PTHR11814
1213	P33527	P39109	Yes	Yes	PTHR24223	PTHR24223
1214	Q96FX7	P46959	Yes	No	PTHR12133	PTHR12133
1215	Q9H115	P32602	Yes	Yes	PTHR13768	PTHR13768
1216	Q9H9E3	Q06096	Yes	Yes	PTHR24016	PTHR24016
1217	O95352	P38862	Yes	Yes	PTHR10953	PTHR10953
1218	P28074	P30656	Yes	No	PTHR11599	PTHR11599
1219	Q10713	P11914	Yes	Yes	PTHR11851	PTHR11851
1220	Q9NP77	P53538	Yes	Yes	PTHR20383	PTHR20383
1221	Q9P0I2	P36039	Yes	Yes	PTHR13116	PTHR13116
1222	Q8WV93	P32317	Yes	Yes	PTHR12169	PTHR12169
1223	Q9H2J4	Q12017	Yes	No	PTHR45809	PTHR45809
1224	P43686	P33298	Yes	Yes	PTHR23073	PTHR23073
1225	Q56UN5	Q01389	Yes	No	PTHR48016	PTHR48016
1226	Q9BQ48	Q04598	Yes	No	PTHR14503	PTHR14503
1227	Q9NUU7	P20449	Yes	Yes	PTHR47958	PTHR47958
1228	Q96E11	P38771	Yes	No	PTHR20982	PTHR20982
1229	P00492	P47165	Yes	No	PTHR43340	PTHR43363
1230	P61353	P0C2H6	Yes	No	PTHR10497	PTHR10497
1231	P52434	P20436	Yes	Yes	PTHR10917	PTHR10917
1232	O75460	P32361	Yes	No	PTHR13954	PTHR13954
1233	Q7Z4H3	P38331	Yes	Yes	PTHR11845	PTHR11845
1234	Q53T94	P40992	Yes	No	PTHR31576	PTHR31576
1235	Q9UPI3	P53943	Yes	No	PTHR10924	PTHR23502
1236	Q9H0U3	P48439	Yes	Yes	PTHR12692	PTHR12692
1237	Q8WUA7	Q08484	Yes	No	PTHR22957	PTHR22957
1238	Q9UKK9	Q01976	Yes	Yes	PTHR11839	PTHR11839
1239	O43314	Q06685	Yes	No	PTHR12750	PTHR12750
1240	Q99685	P28321	Yes	Yes	PTHR11614	PTHR11614
1241	P22087	P15646	Yes	No	PTHR10335	PTHR10335
1242	Q8N6H7	P38682	Yes	No	PTHR45686	PTHR45686
1243	Q66LE6	Q00362	Yes	Yes	PTHR11871	PTHR11871
1244	P30041	P34227	Yes	Yes	PTHR43503	PTHR43503
1245	Q96EY9	Q9URQ3	Yes	No	PTHR11079	PTHR11079
1246	A2PYH4	P51979	Yes	No	PTHR47961	PTHR47961
1247	Q9NXC2	P04387	Yes	No	PTHR43818	PTHR43708
1248	Q9UBB9	Q06411	Yes	No	PTHR23329	PTHR23329
1249	Q9BQ75	Q07897	Yes	No	PTHR24030	PTHR24030
1250	Q13126	Q07938	Yes	Yes	PTHR42679	PTHR42679
