prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
Q9NYK1	A1ZBR2	Yes	No	PTHR47410	PTHR45617
Q9HBU6	P54352	Yes	No	PTHR22603	PTHR22603
Q8N1Q1	Q9V396	Yes	No	PTHR18952	PTHR18952
P46459	P54351	Yes	No	PTHR23078	PTHR23078
Q96NB3	Q9VBY5	Yes	No	PTHR13278	PTHR13278
P22304	Q9VZP8	Yes	Yes	PTHR45953	PTHR45953
Q6NXR4	Q9VHG8	Yes	No	PTHR32226	
O14981	Q9VF02	Yes	Yes	PTHR36498	PTHR36498
Q9NPJ3	Q9VZZ6	Yes	No	PTHR21660	PTHR21660
P35250	P53034	Yes	Yes	PTHR11669	PTHR11669
P41567	Q9VZS3	Yes	Yes	PTHR10388	PTHR10388
P19388	Q7JZF5	Yes	Yes	PTHR10535	PTHR10535
Q6P2Q9	A1Z8U0	Yes	Yes	PTHR11140	PTHR11140
P39656	Q24319	Yes	Yes	PTHR10830	PTHR10830
Q13795	Q9W389	Yes	Yes	PTHR45909	PTHR45909
P10070	P19538	Yes	No	PTHR45718	PTHR45718
Q8N6R1	Q8SYY6	Yes	Yes	PTHR15601	PTHR15601
O95163	Q9VGK7	Yes	Yes	PTHR12747	PTHR12747
Q49B96	E1JGR4	Yes	Yes	PTHR21107	PTHR21107
Q6NVY1	Q86BP1	Yes	Yes	PTHR43176	PTHR43176
Q71RH2	Q9V3S7	Yes	No	PTHR13439	PTHR13439
P62333	Q9W414	Yes	Yes	PTHR23073	PTHR23073
Q9BVL2	Q9VDV3	Yes	No	PTHR13437	PTHR13437
Q9BXR0	Q9VPY8	Yes	Yes	PTHR43530	PTHR43530
Q8TBB6	Q9VWD3	Yes	Yes	PTHR43243	PTHR43243
Q9UKA2	Q9VY46	Yes	Yes	PTHR13318	PTHR13318
Q8NHG8	Q9W3V3	Yes	No	PTHR46661	PTHR46661
Q9NX07	Q8SXG7	Yes	No	PTHR37457	PTHR47640
Q9BYC8	Q9V9Z1	Yes	No	PTHR21026	PTHR21026
O75891	Q9VIC9	Yes	Yes	PTHR11699	PTHR11699
Q8TB96	Q9VUQ7	Yes	Yes	PTHR13412	PTHR13412
O95478	O76994	Yes	Yes	PTHR12642	PTHR12642
P11169	Q0IGX4	Yes	Yes	PTHR23503	PTHR23503
P49458	Q9VSC1	Yes	Yes	PTHR12834	PTHR12834
O43511	Q9VVM6	Yes	No	PTHR11814	PTHR11814
P41223	O97454	Yes	Yes	PTHR19411	PTHR19411
Q9UQ84	Q24558	Yes	No	PTHR11081	PTHR11081
O75879	Q9VCD0	Yes	Yes	PTHR11659	PTHR11659
Q8WUK0	Q86BN8	Yes	Yes	PTHR46712	PTHR46712
Q96AA3	Q9Y123	Yes	Yes	PTHR13117	PTHR13117
P49721	Q9VJJ0	Yes	Yes	PTHR11599	PTHR11599
Q96KR4	Q9VH19	Yes	Yes	PTHR10942	PTHR10942
Q8NFH3	Q9VE85	Yes	Yes	PTHR22652	PTHR22652
Q14241	Q9VCP0	Yes	No	PTHR15141	PTHR15141
Q8TDD5	Q9VW35	Yes	Yes	PTHR12127	PTHR12127
P48047	Q24439	Yes	Yes	PTHR11910	PTHR11910
Q9NR71	Q9VA70	Yes	Yes	PTHR12670	PTHR12670
Q9BUM1	Q9VQH1	Yes	Yes	PTHR12591	PTHR12591
O60733	Q7KUD4	Yes	Yes	PTHR24139	PTHR24139
Q9HBL7	Q9VY41	Yes	No	PTHR13411	PTHR13411
Q9P283	Q9VTT0	Yes	No	PTHR11036	PTHR11036
P61626	A1ZAB8	Yes	No	PTHR11407	PTHR11407
Q9UBB4	B7YZJ4	Yes	No	PTHR13255	PTHR13255
Q9BW27	A1YK02	Yes	Yes	PTHR13373	PTHR13373
P18074	Q7KVP9	Yes	Yes	PTHR11472	PTHR11472
Q9UJA3	Q9VF30	Yes	Yes	PTHR11630	PTHR11630
P50748	Q9V9W7	Yes	No	PTHR15688	PTHR15688
O95166	Q9W2S2	Yes	Yes	PTHR10969	PTHR10969
Q15131	A1Z840	Yes	Yes	PTHR24056	PTHR24056
Q9UBP6	O77263	Yes	Yes	PTHR23417	PTHR23417
P30086	Q9VI08	Yes	Yes	PTHR11362	PTHR11362
O75369	Q9VEN1	Yes	No	PTHR38537	PTHR38537
O14929	Q0KIB3	Yes	Yes	PTHR12046	PTHR12046
P52569	Q9VNP7	Yes	No	PTHR43243	PTHR43243
Q96DN5	Q9W0Z4	Yes	No	PTHR19853	PTHR19853
P41217	Q9W1Y4	Yes	No	PTHR46841	PTHR21261
P32004	P20241	Yes	No	PTHR45080	PTHR12231
Q9NRJ4	A0A0B4KI44	Yes	No	PTHR16517	PTHR16517
Q8TAD8	Q9W5Q1	Yes	No	PTHR23308	PTHR23308
Q9Y3A3	Q7K0E3	Yes	Yes	PTHR22599	PTHR22599
P42785	Q9VIM0	Yes	Yes	PTHR11010	PTHR11010
P32119	Q9V3P0	Yes	Yes	PTHR10681	PTHR10681
Q9NTZ6	Q9W0D6	Yes	No	PTHR13976	PTHR13976
P09132	P49963	Yes	No	PTHR17453	PTHR17453
P62851	P48588	Yes	No	PTHR12850	PTHR12850
Q9UNX4	Q9VE98	Yes	Yes	PTHR19853	PTHR19853
P49459	P25153	Yes	Yes	PTHR24067	PTHR24067
Q6P4H8	Q9VDC8	Yes	Yes	PTHR13610	PTHR13610
P04181	Q9VW26	Yes	Yes	PTHR11986	PTHR11986
P49257	Q9V3A8	Yes	Yes	PTHR12223	PTHR12223
Q9UH73	P56721	Yes	Yes	PTHR10747	PTHR10747
P20340	O18334	Yes	Yes	PTHR24073	PTHR24073
Q9NV06	Q9VUN7	Yes	Yes	PTHR22851	PTHR22851
Q7Z3B4	Q9V6B9	Yes	No	PTHR13000	PTHR13000
Q9NQT4	Q9VGZ2	Yes	Yes	PTHR11953	PTHR11953
Q9Y262	Q9VTU4	Yes	Yes	PTHR13242	PTHR13242
Q96A33	Q9VQR9	Yes	Yes	PTHR12883	PTHR12883
P19174	Q9VXH3	Yes	Yes	PTHR10336	PTHR10336
Q9H6R3	Q9VC92	Yes	Yes	PTHR43347	PTHR43347
P00390	Q9VNT5	Yes	No	PTHR42737	PTHR48105
P35232	P24156	Yes	Yes	PTHR23222	PTHR23222
Q9NZ01	Q9VZL3	Yes	Yes	PTHR10556	PTHR10556
Q8IV36	Q0E9B5	Yes	Yes	PTHR21575	PTHR21575
Q06136	Q9VBU5	Yes	Yes	PTHR43550	PTHR43550
Q9Y4E1	A1ZBW7	Yes	No	PTHR21669	PTHR21669
P98194	M9PG15	Yes	No	PTHR42861	PTHR42861
Q9H0A0	Q9W3C1	Yes	Yes	PTHR10925	PTHR10925
Q96II8	Q960C5	Yes	No	PTHR16083	PTHR45752
O75716	Q9VI84	Yes	Yes	PTHR45998	PTHR22967
P62195	O18413	Yes	Yes	PTHR23073	PTHR23073
Q96FM1	Q7K0P4	Yes	Yes	PTHR13148	PTHR13148
Q96SC8	Q9VAI8	Yes	No	PTHR12322	PTHR12322
Q9C026	M9MRI4	Yes	Yes	PTHR24099	PTHR24099
Q9NQZ2	Q9I7W5	Yes	No	PTHR13237	PTHR13237
P46777	Q9W5R8	Yes	Yes	PTHR23410	PTHR23410
Q5TFE4	Q961B3	Yes	No	PTHR12103	PTHR12103
Q9H2B2	Q9U6P7	Yes	No	PTHR10024	PTHR10024
P48775	P20351	Yes	Yes	PTHR10138	PTHR10138
Q504Q3	A1Z7K9	Yes	Yes	PTHR15728	PTHR15728
O43246	Q9VPG2	Yes	Yes	PTHR43243	PTHR43243
Q9UKX7	Q7K0D8	Yes	No	PTHR23138	PTHR23138
Q9NTK5	Q8SWU7	Yes	Yes	PTHR23305	PTHR23305
Q6UX04	Q9VTN7	Yes	Yes	PTHR45625	PTHR45625
Q92800	P42124	Yes	No	PTHR45747	PTHR45747
P50607	Q86PC9	Yes	No	PTHR16517	PTHR16517
Q99758	Q9VRG4	Yes	Yes	PTHR19229	PTHR19229
Q8IYB8	Q9VN03	Yes	Yes	PTHR12131	PTHR12131
Q9UG56	Q9VCE0	Yes	Yes	PTHR10067	PTHR10067
Q8WTW3	Q9VGC3	Yes	Yes	PTHR31658	PTHR31658
Q6YN16	Q9VB10	Yes	Yes	PTHR42808	PTHR42808
Q9UQE7	Q9VXE9	Yes	Yes	PTHR43977	PTHR43977
P24723	P13678	Yes	No	PTHR24356	PTHR24356
Q93050	Q9XZ10	Yes	Yes	PTHR11629	PTHR11629
Q8TEJ3	Q7K4D1	Yes	No	PTHR14167	PTHR14167
Q96L42	A1ZB14	Yes	No	PTHR10217	PTHR10217
P23760	P09082	Yes	No	PTHR45636	PTHR45636
Q8WYP5	Q9VWE6	Yes	No	PTHR21583	PTHR21583
P62979	P15357	Yes	Yes	PTHR10666	PTHR10666
Q9UKD2	Q7K1Q7	Yes	Yes	PTHR45841	PTHR45841
Q15031	Q9VZ82	Yes	Yes	PTHR43740	PTHR43740
O00411	Q9VPW4	Yes	Yes	PTHR10102	PTHR10102
Q9UI43	Q9VDT6	Yes	Yes	PTHR10920	PTHR10920
O75607	Q9VAC4	Yes	No	PTHR22747	PTHR22747
Q8NDI1	A4UZL3	Yes	No	PTHR23167	PTHR23167
Q02880	P15348	Yes	Yes	PTHR10169	PTHR10169
P61221	Q9VSS1	Yes	Yes	PTHR19248	PTHR19248
Q8IZS8	A0A0B4K866	Yes	Yes	PTHR10166	PTHR10166
P23526	Q27580	Yes	Yes	PTHR23420	PTHR23420
Q53GQ0	Q9W3N1	Yes	Yes	PTHR43899	PTHR43899
Q6PI26	Q9VI74	Yes	No	PTHR12967	PTHR12967
P37108	Q9VDL0	Yes	No	PTHR12013	PTHR12013
Q8N257	P02283	Yes	No	PTHR23428	PTHR23428
Q05932	Q9VYL1	Yes	No	PTHR11136	PTHR11136
Q5NDL2	Q9VQB7	Yes	Yes	PTHR20961	PTHR20961
Q96N67	Q9VPI9	Yes	No	PTHR23317	PTHR23317
Q9NUP9	Q8IMT8	Yes	No	PTHR14063	PTHR14063
Q14692	Q9VVC9	Yes	Yes	PTHR12858	PTHR12858
Q96RQ3	Q9V9T5	Yes	Yes	PTHR18866	PTHR18866
Q9UIC8	M9NF32	Yes	Yes	PTHR13600	PTHR13600
Q3MIX3	Q9VTG5	Yes	No	PTHR43173	PTHR43173
O43464	Q9VFJ3	Yes	No	PTHR22939	PTHR22939
Q9H900	Q9VA00	Yes	No	PTHR15995	PTHR15995
Q9H8H0	Q9VW10	Yes	No	PTHR15633	PTHR15633
Q6ZVD7	Q9VP79	Yes	No	PTHR22437	PTHR22437
P57678	Q8IRT0	Yes	No	PTHR15571	
Q8IXI2	Q8IMX7	Yes	Yes	PTHR24072	PTHR24072
Q9NS56	Q9V8P9	Yes	No	PTHR46077	PTHR46077
Q5TDH0	Q9VXF9	Yes	Yes	PTHR12917	PTHR12917
Q9H2J7	A0A0B4K7V4	Yes	No	PTHR11616	PTHR11616
Q9UL33	A1Z8I0	Yes	Yes	PTHR12403	PTHR12403
Q9BTZ2	Q9VRJ4	Yes	Yes	PTHR43943	PTHR43943
Q9BYG3	Q9VCY1	Yes	No	PTHR46754	PTHR46754
P46199	Q9VAV2	Yes	Yes	PTHR43381	PTHR43381
Q3SYC2	Q7K1C2	Yes	No	PTHR12317	PTHR12317
Q99741	Q9VSM9	Yes	No	PTHR10763	PTHR10763
P61313	O17445	Yes	Yes	PTHR11847	PTHR11847
Q9BRJ2	Q9VCX3	Yes	No	PTHR28554	PTHR28554
Q8IZE3	A1Z6G6	Yes	No	PTHR12984	PTHR12984
Q5XG99	Q7K4J7	Yes	No	PTHR20932	PTHR20932
A4D2B0	Q9VMI8	Yes	Yes	PTHR23200	PTHR23200
P33402	Q07093	Yes	Yes	PTHR45655	PTHR45655
Q6IQ26	Q9W0E1	Yes	Yes	PTHR46070	PTHR46070
O75940	Q95RI7	Yes	Yes	PTHR13681	PTHR13681
P09661	Q9V4Q8	Yes	Yes	PTHR10552	PTHR10552
Q01081	Q94535	Yes	No	PTHR12620	PTHR12620
Q8WTV1	Q9VN42	Yes	No	PTHR47120	
Q96IF1	Q9VY77	Yes	No	PTHR24219	PTHR24219
P67870	P08182	Yes	Yes	PTHR11740	PTHR11740
Q86UF1	Q9W4X6	Yes	Yes	PTHR19282	PTHR19282
O75394	Q9W4L1	Yes	Yes	PTHR47037	PTHR47037
O94817	Q9VTU1	Yes	Yes	PTHR13385	PTHR13385
Q9Y2H1	Q9NBK5	Yes	Yes	PTHR24356	PTHR24356
Q09161	Q7K4N3	Yes	Yes	PTHR12412	PTHR12412
P05549	M9PIH9	Yes	Yes	PTHR10812	PTHR10812
Q10570	Q9V726	Yes	Yes	PTHR10644	PTHR10644
P00558	Q01604	Yes	Yes	PTHR11406	PTHR11406
Q9Y5X4	A1ZA01	Yes	No	PTHR24083	PTHR24083
Q5VIR6	Q9VQY8	Yes	Yes	PTHR12820	PTHR12820
Q96EC8	Q9VQZ0	Yes	Yes	PTHR21236	PTHR21236
Q7L014	Q9VXW2	Yes	No	PTHR24031	PTHR24031
Q9NUJ3	Q9W461	Yes	Yes	PTHR12832	PTHR12832
Q8TEX9	M9PFR8	Yes	Yes	PTHR10527	PTHR10527
Q96GC9	Q9W2S1	Yes	No	PTHR10281	PTHR10281
P47989	P10351	Yes	Yes	PTHR11908	PTHR11908
Q86X40	Q7JXU8	Yes	No	PTHR45752	PTHR16083
P51397	Q7JRC0	Yes	Yes	PTHR13177	PTHR13177
P52306	A1Z6S7	Yes	Yes	PTHR10957	PTHR10957
Q86U28	Q9VC65	Yes	Yes	PTHR43011	PTHR43011
Q96PU5	Q9VVI3	Yes	No	PTHR11254	PTHR11254
Q969V5	Q9VZJ9	Yes	Yes	PTHR12183	PTHR12183
Q9UI46	A0A0B4LG18	Yes	No	PTHR12442	PTHR12442
P53701	Q9VD55	Yes	Yes	PTHR12743	PTHR12743
Q53FT3	Q9W0C7	Yes	Yes	PTHR12925	PTHR12925
Q9NV70	Q9VVG4	Yes	Yes	PTHR16092	PTHR16092
Q12948	P32027	Yes	No	PTHR11829	PTHR11829
Q8TEQ8	A1ZB84	Yes	Yes	PTHR23071	PTHR23071
Q70Z53	Q9V3M2	Yes	Yes	PTHR11567	PTHR11567
P25788	Q9V5C6	Yes	Yes	PTHR11599	PTHR11599
P51970	Q9W125	Yes	Yes	PTHR13344	PTHR13344
P55196	Q9VN82	Yes	No	PTHR10398	PTHR10398
Q16878	A1ZBA8	Yes	Yes	PTHR12918	PTHR12918
Q96SZ5	Q9VSD8	Yes	Yes	PTHR22966	PTHR22966
O95476	Q9VRG7	Yes	Yes	PTHR12210	PTHR12210
Q9NQP4	Q9VRL3	Yes	Yes	PTHR21100	PTHR21100
Q9UM54	Q01989	Yes	Yes	PTHR13140	PTHR13140
O95900	Q29QN4	Yes	Yes	PTHR13195	PTHR13195
Q3SXM5	Q8SX47	Yes	Yes	PTHR44889	PTHR43899
Q02127	P32748	Yes	Yes	PTHR48109	PTHR48109
Q96LQ0	Q8INL4	Yes	No	PTHR21055	PTHR21055
Q96BP2	Q9W114	Yes	No	PTHR31278	PTHR31278
Q96KR6	Q4V6K4	Yes	No	PTHR21377	PTHR21377
Q9NR64	Q7K0L2	Yes	No	PTHR24412	PTHR24412
Q9P1Y6	Q9VNE0	Yes	No	PTHR12618	PTHR12618
Q5XKR4	P56672	Yes	No	PTHR46770	PTHR46770
Q5GLZ8	E8NHA2	Yes	Yes	PTHR45622	PTHR45622
Q7Z7J7	Q9W068	Yes	Yes	PTHR12489	PTHR12489
Q969T4	P52485	Yes	No	PTHR24068	PTHR24068
P23942	Q9VKF3	Yes	No	PTHR19282	PTHR19282
Q9NR45	Q9VG74	Yes	Yes	PTHR42966	PTHR42966
P11441	Q9VEC8	Yes	Yes	PTHR46555	PTHR46555
P45984	P92208	Yes	No	PTHR24055	PTHR24055
Q96A72	P49028	Yes	Yes	PTHR12638	PTHR12638
Q9BWD1	Q9W0H6	Yes	Yes	PTHR18919	PTHR18919
Q9NP81	Q9VF85	Yes	No	PTHR11778	PTHR11778
P62273	Q9VH69	Yes	Yes	PTHR12010	PTHR12010
Q99653	Q9VNF9	Yes	Yes	PTHR46002	PTHR46002
O95045	Q9VBA0	Yes	No	PTHR43691	PTHR43691
Q96QC0	Q7KU01	Yes	No	PTHR47398	PTHR46557
P51809	Q7JYX5	Yes	Yes	PTHR21136	PTHR21136
Q96SY0	Q9VPY0	Yes	Yes	PTHR13532	PTHR13532
P20042	P41375	Yes	No	PTHR23001	PTHR23001
Q9UBT2	Q7KUA4	Yes	Yes	PTHR10953	PTHR10953
Q8WUA2	Q9XYZ6	Yes	No	PTHR45843	PTHR45843
P60983	Q9VJL6	Yes	Yes	PTHR11249	PTHR11249
Q86UW1	Q9VVV2	Yes	No	PTHR23423	
O14737	Q9VUZ8	Yes	Yes	PTHR10840	PTHR10840
Q86SK9	Q7K4Y0	Yes	No	PTHR11351	PTHR11351
Q6PII3	Q9VEB6	Yes	Yes	PTHR15885	PTHR15885
Q99471	Q9VCZ8	Yes	Yes	PTHR12674	PTHR12674
P11142	P11147	Yes	Yes	PTHR19375	PTHR19375
P30049	Q9W2X6	Yes	Yes	PTHR13822	PTHR13822
Q9BY42	Q9VKR2	Yes	Yes	PTHR12775	PTHR12775
Q9H6V9	Q9W0H3	Yes	Yes	PTHR13390	PTHR13390
Q9ULH0	Q9W2I0	Yes	No	PTHR24116	PTHR24116
Q9Y2Q5	Q9V8I2	Yes	Yes	PTHR13323	PTHR13323
Q9NY12	Q7KVQ0	Yes	No	PTHR23237	PTHR23237
Q9UKP5	Q9W493	Yes	No	PTHR13723	PTHR13723
Q13907	Q9VDC2	Yes	Yes	PTHR10885	PTHR10885
Q4U2R6	Q9VLJ9	Yes	No	PTHR13409	PTHR13409
P50991	Q9VK69	Yes	Yes	PTHR11353	PTHR11353
Q9NW38	Q8T913	Yes	No	PTHR13206	PTHR13206
P48742	Q9V472	Yes	No	PTHR24208	PTHR24208
O60942	Q9VY44	Yes	Yes	PTHR10367	PTHR10367
Q7Z429	Q7JRM9	Yes	No	PTHR23291	PTHR23291
Q96BR5	Q9W5N0	Yes	Yes	PTHR13891	PTHR13891
Q8IZ69	Q9VVV7	Yes	Yes	PTHR45904	PTHR45904
Q92504	Q9V3A4	Yes	No	PTHR16950	PTHR16950
P47211	Q9NBC8	Yes	No	PTHR24230	PTHR24230
Q8NEJ9	Q9VMM7	Yes	Yes	PTHR13237	PTHR13237
O43427	Q9VW45	Yes	Yes	PTHR13223	PTHR13223
O15213	Q9W3K3	Yes	Yes	PTHR14085	PTHR14085
P11182	Q9VXY3	Yes	Yes	PTHR43178	PTHR43178
Q9Y303	Q9VR81	Yes	Yes	PTHR11113	PTHR11113
Q8IUC4	Q9XYY9	Yes	Yes	PTHR23031	PTHR23031
O14730	Q9VR42	Yes	Yes	PTHR45723	PTHR45723
Q9GZR2	Q9VUC3	Yes	No	PTHR12801	PTHR12801
Q5W111	Q9VED7	Yes	Yes	PTHR20951	PTHR20951
P36551	Q9V3D2	Yes	No	PTHR10755	PTHR10755
Q6P9B6	Q9VM22	Yes	Yes	PTHR23354	PTHR23354
Q96KG9	Q9VAH7	Yes	Yes	PTHR12984	PTHR12984
Q92890	Q9VTF9	Yes	Yes	PTHR12555	PTHR12555
Q8N682	O77262	Yes	No	PTHR21324	PTHR21324
Q9BSG0	Q9W1W9	Yes	Yes	PTHR22702	PTHR22702
O75380	Q9VMU0	Yes	No	PTHR13156	PTHR13156
Q9UMR2	O61305	Yes	No	PTHR47958	PTHR47958
Q15831	Q8T9L5	Yes	No	PTHR43895	PTHR24346
Q9UJU6	Q9VU84	Yes	No	PTHR14167	PTHR10829
O94812	Q9VS41	Yes	Yes	PTHR45999	PTHR45999
Q7L5N1	Q9VCY3	Yes	Yes	PTHR10540	PTHR10540
Q3KQZ1	Q7JZE8	Yes	Yes	PTHR45928	PTHR45928
Q96DA2	Q9W3Q0	Yes	Yes	PTHR47979	PTHR47979
Q9BYN8	Q9VVN2	Yes	No	PTHR21035	PTHR21035
P11586	O96553	Yes	Yes	PTHR48099	PTHR48099
Q9NZG7	A8JQY7	Yes	No	PTHR12316	PTHR12316
Q9Y2Z2	Q9W245	Yes	Yes	PTHR11806	PTHR11806
Q6BCY4	X2JGK6	Yes	No	PTHR19370	PTHR19370
Q8IYB3	Q9VU43	Yes	No	PTHR23148	PTHR23148
Q8WXD0	Q9VBP0	Yes	Yes	PTHR24372	PTHR24372
P35244	Q9VYW3	Yes	Yes	PTHR15114	PTHR15114
O43169	Q9V4N3	Yes	No	PTHR19359	PTHR19359
Q8TCT9	Q9VPQ7	Yes	Yes	PTHR12174	PTHR12174
Q9H6T3	Q9V3E9	Yes	No	PTHR46423	PTHR46423
Q7RTT9	Q9VU20	Yes	Yes	PTHR10332	PTHR10332
Q9NPE3	Q9V5P6	Yes	Yes	PTHR13305	PTHR13305
Q5T3I0	Q9V9Z8	Yes	No	PTHR23149	PTHR23149
O14802	A8JUY3	Yes	Yes	PTHR19376	PTHR19376
Q13761	P22814	Yes	No	PTHR11950	PTHR11950
Q9NWZ5	Q8MQK4	Yes	Yes	PTHR10285	PTHR10285
O14653	Q9VRL2	Yes	Yes	PTHR21230	PTHR21230
O43280	Q9W2M2	Yes	Yes	PTHR23403	PTHR23403
Q9BYV1	A8E6R2	Yes	Yes	PTHR45688	PTHR45688
Q9NVN8	Q8MT06	Yes	No	PTHR11089	PTHR11089
P54920	Q23983	Yes	No	PTHR13768	PTHR13768
Q86W42	Q9VTV1	Yes	Yes	PTHR44411	PTHR44411
Q5H8A4	A1Z705	Yes	No	PTHR23072	PTHR23072
Q9Y6F9	Q9VM26	Yes	No	PTHR12027	PTHR12027
P30740	Q7YTY6	Yes	No	PTHR11461	PTHR11461
P49327	B7Z001	Yes	Yes	PTHR43775	PTHR43775
Q96FK6	Q7JZ37	Yes	Yes	PTHR22889	PTHR22889
Q13952	Q9W3V9	Yes	No	PTHR10252	PTHR10252
Q8TBH0	Q9VI53	Yes	No	PTHR11188	PTHR11188
Q93052	Q9N675	Yes	No	PTHR24207	PTHR24207
Q8IV42	Q9VWF7	Yes	No	PTHR20873	PTHR20873
P21399	Q9VGZ3	Yes	Yes	PTHR11670	PTHR11670
P62875	Q9VC49	Yes	Yes	PTHR23431	PTHR23431
P30711	Q8MRM0	Yes	Yes	PTHR43917	PTHR43917
P62277	Q03334	Yes	Yes	PTHR11885	PTHR11885
Q6PCD5	Q9VV99	Yes	No	PTHR46569	PTHR16047
Q9NUW8	Q9VQM4	Yes	Yes	PTHR12415	PTHR12415
Q16629	Q9V3V0	Yes	No	PTHR23147	PTHR23147
P07195	Q95028	Yes	Yes	PTHR43128	PTHR43128
Q71F56	Q7KTX8	Yes	No	PTHR48249	PTHR48249
O95631	Q24567	Yes	Yes	PTHR11636	PTHR10574
O15400	Q7K0X9	Yes	Yes	PTHR19957	PTHR19957
O76075	Q9V3H0	Yes	Yes	PTHR13067	PTHR13067
Q15286	Q9W5X0	Yes	Yes	PTHR47977	PTHR47977
O15027	Q9W0D3	Yes	No	PTHR13402	PTHR22427
Q12834	Q24044	Yes	Yes	PTHR19918	PTHR19918
O95639	Q9VPT8	Yes	Yes	PTHR23102	PTHR23102
Q969T9	Q9VU19	Yes	No	PTHR31606	PTHR31606
O75925	A1Z7P5	Yes	No	PTHR10782	PTHR10782
Q567V2	Q8IRC8	Yes	No	PTHR11266	PTHR11266
Q8N6N7	Q9VLS4	Yes	Yes	PTHR23310	PTHR23310
P30872	Q9VVQ1	Yes	No	PTHR24229	PTHR24229
Q8NE62	Q9VY06	Yes	Yes	PTHR11552	PTHR11552
Q8WWY3	Q9VUM1	Yes	Yes	PTHR13904	PTHR13904
Q03154	Q9VCR2	Yes	No	PTHR45892	PTHR45892
Q9H7Z3	Q9VXW9	Yes	No	PTHR13471	PTHR13471
Q96PU8	O01367	Yes	Yes	PTHR11208	PTHR11208
P05771	P05130	Yes	No	PTHR24356	PTHR24356
Q8N531	Q494G8	Yes	No	PTHR16134	PTHR13318
Q9BQ50	Q9VQJ7	Yes	No	PTHR13058	PTHR13058
Q9NQ40	Q9V9S9	Yes	Yes	PTHR12929	PTHR12929
Q96CX6	Q9W2U2	Yes	Yes	PTHR45752	PTHR45752
O60500	A1Z9X4	Yes	No	PTHR11640	PTHR11640
P22003	P27091	Yes	No	PTHR11848	PTHR11848
P55060	Q9XZU1	Yes	Yes	PTHR10997	PTHR10997
Q15070	Q9Y171	Yes	No	PTHR12428	PTHR12428
Q8N6R0	Q9VIK9	Yes	Yes	PTHR12176	PTHR12176
Q96CN4	Q9VYY9	Yes	Yes	PTHR22957	PTHR22957
O95248	Q9VGH9	Yes	No	PTHR10807	PTHR10807
Q9BRT2	A0A6H2EGA2	Yes	Yes	PTHR34260	PTHR34260
Q92820	Q8IQM9	Yes	Yes	PTHR11315	PTHR11315
Q9BTE6	Q9W4R9	Yes	Yes	PTHR43462	PTHR43462
Q9GZS3	Q9XZ19	Yes	Yes	PTHR44090	PTHR44090
Q8TBZ2	Q7JRQ1	Yes	No	PTHR12276	
Q15695	Q9VR26	Yes	No	PTHR12620	PTHR12620
Q6UWU4	E1JJF2	Yes	No	PTHR35259	PTHR35259
Q6PGQ7	Q9VVR2	Yes	No	PTHR14728	PTHR14728
Q9H3J6	A1ZAD7	Yes	No	PTHR46203	PTHR46203
P14678	Q05856	Yes	No	PTHR10701	PTHR10701
Q9H2V7	Q9GQQ0	Yes	Yes	PTHR23505	PTHR23505
Q6P1R4	Q9VPM1	Yes	Yes	PTHR11082	PTHR11082
P53597	Q94522	Yes	Yes	PTHR11117	PTHR11117
Q9BQ65	Q9VHB3	Yes	Yes	PTHR13522	PTHR13522
Q9Y376	P91891	Yes	Yes	PTHR10182	PTHR10182
O95373	Q9VSD6	Yes	Yes	PTHR10997	PTHR10997
Q7Z5L9	B7Z143	Yes	No	PTHR10816	PTHR10816
Q9BT78	Q9V345	Yes	Yes	PTHR10855	PTHR10855
Q7Z3J2	Q9VHM2	Yes	Yes	PTHR13673	PTHR13673
Q13286	Q9VVL0	Yes	Yes	PTHR10981	PTHR10981
Q9NRX2	Q9W0S6	Yes	Yes	PTHR14413	PTHR14413
P03905	P18931	Yes	Yes	PTHR43507	PTHR43507
P63000	P40792	Yes	Yes	PTHR24072	PTHR24072
Q8NDZ4	Q9W280	Yes	No	PTHR32073	PTHR32073
Q96A29	Q9VHT4	Yes	Yes	PTHR11132	PTHR11132
P40426	P40427	Yes	No	PTHR11850	PTHR11850
Q969S6	Q8SXX5	Yes	Yes	PTHR13568	PTHR13568
Q9NWM0	Q9VHN8	Yes	Yes	PTHR10742	PTHR10742
Q8NEV4	P10676	Yes	No	PTHR46256	PTHR46256
Q14696	Q8T9B6	Yes	No	PTHR17600	PTHR17600
Q8N3P4	Q9VRX2	Yes	Yes	PTHR12616	PTHR12616
P51790	Q9VUY1	Yes	Yes	PTHR45711	PTHR45711
Q9H089	Q9W590	Yes	Yes	PTHR45709	PTHR45709
P14735	P22817	Yes	Yes	PTHR43690	PTHR43690
O95985	O96651	Yes	Yes	PTHR11390	PTHR11390
O00148	Q27268	Yes	No	PTHR47958	PTHR47958
Q5TAQ9	Q9W091	Yes	No	PTHR15574	PTHR15574
O95870	Q9VZF1	Yes	Yes	PTHR12277	PTHR12277
Q9H7B2	Q9VEB3	Yes	Yes	PTHR12728	PTHR12728
O75533	Q9VPR5	Yes	Yes	PTHR12097	PTHR12097
Q9H0X9	A0A0B4JCZ0	Yes	No	PTHR10972	PTHR10972
Q13620	Q5BI50	Yes	No	PTHR11932	PTHR11932
Q9H4A3	M9PGC5	Yes	No	PTHR24361	PTHR13902
