prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
P29083	P36100	Yes	No	PTHR13097	PTHR13097
P11021	P16474	Yes	Yes	PTHR19375	PTHR19375
Q4VC12	P32335	Yes	No	PTHR46920	PTHR28069
Q92538	P39993	Yes	No	PTHR10663	PTHR10663
Q9Y2Y1	Q04307	Yes	Yes	PTHR11239	PTHR11239
P62942	P20081	Yes	Yes	PTHR10516	PTHR10516
Q6IN85	P40164	Yes	No	PTHR23318	PTHR23318
Q6V0L0	P54781	Yes	No	PTHR24286	PTHR24286
O95394	P38628	Yes	Yes	PTHR45955	PTHR45955
Q9ULA0	P38821	Yes	Yes	PTHR28570	PTHR28570
Q96FM1	P25625	Yes	Yes	PTHR13148	PTHR13148
Q9Y221	Q08962	Yes	Yes	PTHR23415	PTHR23415
P35268	P56628	Yes	No	PTHR10064	PTHR10064
P48047	P09457	Yes	Yes	PTHR11910	PTHR11910
Q7L5Y9	P40492	Yes	No	PTHR12170	PTHR12170
P21589	P38887	Yes	No	PTHR11575	PTHR11575
P25788	P21242	Yes	Yes	PTHR11599	PTHR11599
Q96D46	P38861	Yes	Yes	PTHR12746	PTHR12746
P63279	P50623	Yes	Yes	PTHR24067	PTHR24067
Q9UGP5	P25615	Yes	No	PTHR11276	PTHR11276
O75716	Q12003	Yes	Yes	PTHR45998	PTHR45998
Q86VZ2	P38123	Yes	No	PTHR22847	PTHR22847
P0C024	Q12524	Yes	No	PTHR12992	PTHR12992
O14734	P41903	Yes	Yes	PTHR11066	PTHR11066
P30793	P51601	Yes	Yes	PTHR11109	PTHR11109
Q96KP1	P89102	Yes	No	PTHR13043	PTHR13043
P20674	P00427	Yes	Yes	PTHR14200	PTHR14200
P60983	Q12156	Yes	No	PTHR11249	PTHR11249
Q9UBE0	Q06624	Yes	Yes	PTHR10953	PTHR10953
Q9BV38	P53877	Yes	No	PTHR18763	PTHR18763
P23396	P05750	Yes	Yes	PTHR11760	PTHR11760
Q00535	P17157	Yes	No	PTHR24056	PTHR24056
Q8NCF5	Q06340	Yes	No	PTHR47187	
Q9UI15	Q08873	Yes	No	PTHR47385	PTHR47385
Q9BZE2	P31115	Yes	No	PTHR11142	PTHR11142
Q9NR22	P38074	Yes	No	PTHR11006	PTHR11006
P60866	P38701	Yes	Yes	PTHR11700	PTHR11700
Q96CS3	Q12229	Yes	No	PTHR23322	PTHR23322
Q9Y3C4	Q03705	Yes	Yes	PTHR15840	PTHR15840
Q8N6M5	P25335	Yes	Yes	PTHR12045	PTHR12045
O75083	P46680	Yes	Yes	PTHR19856	PTHR19856
P51648	Q04458	Yes	No	PTHR43570	PTHR43570
Q9NRN7	P50113	Yes	No	PTHR12215	PTHR12215
Q9BSH4	P53212	Yes	Yes	PTHR12532	PTHR12532
P55769	P39990	Yes	Yes	PTHR23105	PTHR23105
Q13724	P53008	Yes	Yes	PTHR10412	PTHR10412
P53597	P53598	Yes	Yes	PTHR11117	PTHR11117
Q15542	P38129	Yes	No	PTHR19879	PTHR19879
O75943	P32641	Yes	No	PTHR12172	PTHR12172
Q9H2D1	P40464	Yes	No	PTHR45683	PTHR45683
Q86TW2	Q06567	Yes	Yes	PTHR43173	PTHR43173
Q9NQH7	P40051	Yes	Yes	PTHR43226	PTHR43226
P24752	P41338	Yes	Yes	PTHR18919	PTHR18919
P15927	P26754	Yes	Yes	PTHR13989	PTHR13989
Q8ND56	P45978	Yes	No	PTHR13586	PTHR13586
P53621	P53622	Yes	Yes	PTHR19876	PTHR19876
Q9Y673	P40350	Yes	Yes	PTHR10859	PTHR10859
Q9H5J4	P39540	Yes	Yes	PTHR11157	PTHR11157
P50213	P28241	Yes	Yes	PTHR11835	PTHR11835
Q9UI30	P53738	Yes	Yes	PTHR12773	PTHR12773
Q9Y3A4	P25368	Yes	No	PTHR13191	PTHR13191
Q712K3	P14682	Yes	No	PTHR24067	PTHR24067
O95400	P38852	Yes	No	PTHR13138	PTHR13138
Q9UJK0	Q12094	Yes	No	PTHR20426	PTHR20426
P60604	Q02159	Yes	Yes	PTHR24067	PTHR24067
P61218	P20435	Yes	No	PTHR47227	PTHR47227
Q8N5Z0	P53090	Yes	Yes	PTHR42790	PTHR42790
Q7Z3U7	P48563	Yes	No	PTHR10663	PTHR10663
O14744	P38274	Yes	Yes	PTHR10738	PTHR10738
Q9Y295	P39729	Yes	Yes	PTHR43127	PTHR43127
P36957	P19262	Yes	No	PTHR43416	PTHR43416
Q5RIA9	P53729	Yes	No	PTHR13748	PTHR13748
Q9UQM7	P27466	Yes	No	PTHR24347	PTHR24347
Q15070	P39952	Yes	Yes	PTHR12428	PTHR12428
Q9BV23	P53750	Yes	Yes	PTHR43798	PTHR42977
P49336	P39073	Yes	No	PTHR24056	PTHR24056
O43617	P36149	Yes	Yes	PTHR13048	PTHR13048
O60524	Q12532	Yes	No	PTHR15239	PTHR15239
Q5T2R2	P18900	Yes	No	PTHR12001	PTHR12001
P49959	P32829	Yes	No	PTHR10139	PTHR10139
P11766	P32771	Yes	Yes	PTHR43880	PTHR43880
Q15046	P15180	Yes	Yes	PTHR42918	PTHR42918
Q86V81	Q12159	Yes	No	PTHR19965	PTHR19965
Q8WXB1	P53970	Yes	Yes	PTHR14614	PTHR14614
Q9Y216	P47147	Yes	No	PTHR10807	PTHR10807
Q9Y3B2	P53859	Yes	No	PTHR12686	PTHR12686
Q9NRA0	Q06147	Yes	No	PTHR12358	PTHR12358
P00374	P07807	Yes	Yes	PTHR48069	PTHR48069
Q14534	P32476	Yes	Yes	PTHR10835	PTHR10835
Q9NQT4	P53256	Yes	Yes	PTHR11953	PTHR11953
P49448	P39708	Yes	No	PTHR11606	PTHR43571
P0DMV9	P22202	Yes	No	PTHR19375	PTHR19375
P32780	P32776	Yes	No	PTHR12856	PTHR12856
P20585	P25336	Yes	Yes	PTHR11361	PTHR11361
Q9Y5L0	Q99189	Yes	Yes	PTHR12363	PTHR12363
Q96P11	P53972	Yes	Yes	PTHR22807	PTHR22807
Q9Y255	Q05776	Yes	Yes	PTHR11158	PTHR11158
Q9BQ65	Q12208	Yes	No	PTHR13522	PTHR13522
Q6J4K2	P47144	Yes	No	PTHR12266	PTHR12266
Q9BZP6	Q06350	Yes	No	PTHR11177	PTHR11177
P55039	P53295	Yes	Yes	PTHR43127	PTHR43127
Q8NB90	P32794	Yes	No	PTHR23077	PTHR23077
Q9Y548	P53108	Yes	No	PTHR12822	PTHR12822
O94868	P38822	Yes	No	PTHR15735	PTHR15735
Q9Y3D7	P42949	Yes	No	PTHR12388	PTHR12388
Q9Y519	P36142	Yes	No	PTHR23423	PTHR23423
Q9BVK6	P53198	Yes	Yes	PTHR22811	PTHR22811
P22694	P06244	Yes	No	PTHR24353	PTHR24353
Q71F56	P38931	Yes	No	PTHR48249	PTHR48249
P61088	P52490	Yes	Yes	PTHR24068	PTHR24068
Q7L014	P21372	Yes	No	PTHR24031	PTHR24031
Q75T13	P43571	Yes	No	PTHR15495	PTHR15495
P27449	P25515	Yes	Yes	PTHR10263	PTHR10263
P61247	P33442	Yes	Yes	PTHR11830	PTHR11830
Q9NVH6	P23180	Yes	Yes	PTHR10696	PTHR10696
Q9H477	P25332	Yes	Yes	PTHR10584	PTHR10584
Q9Y3U8	O14455	Yes	Yes	PTHR10114	PTHR10114
P08574	P07143	Yes	Yes	PTHR10266	PTHR10266
P0CG08	P38799	Yes	No	PTHR15948	PTHR15948
P00395	P00401	Yes	Yes	PTHR10422	PTHR10422
Q9BRG1	P47142	Yes	Yes	PTHR13149	PTHR13149
Q9NUW8	P38319	Yes	Yes	PTHR12415	PTHR12415
Q9UG56	P39006	Yes	No	PTHR10067	PTHR10067
P49366	P38791	Yes	Yes	PTHR11703	PTHR11703
Q9Y6N1	P19516	Yes	Yes	PTHR21320	PTHR21320
P15121	P38715	Yes	No	PTHR11732	PTHR11732
Q9UMS0	P32860	Yes	Yes	PTHR11178	PTHR11178
Q8WTT2	Q07896	Yes	No	PTHR14428	PTHR14428
P31040	Q00711	Yes	Yes	PTHR11632	PTHR11632
O60683	Q05568	Yes	Yes	PTHR23350	PTHR23350
O95470	Q05567	Yes	Yes	PTHR42735	PTHR42735
Q68CQ4	P40498	Yes	Yes	PTHR12933	PTHR12933
Q9NUQ8	P43535	Yes	Yes	PTHR19211	PTHR19211
P17174	P23542	Yes	Yes	PTHR11879	PTHR11879
Q86Y79	P38876	Yes	No	PTHR17224	PTHR17224
P49789	P49775	Yes	No	PTHR46981	PTHR46243
Q9Y3Q3	P39704	Yes	No	PTHR22811	PTHR22811
Q96A65	P32855	Yes	No	PTHR14146	PTHR14146
O75907	P53629	Yes	No	PTHR10408	PTHR10408
P49736	P29469	Yes	Yes	PTHR11630	PTHR11630
Q8N140	P43124	Yes	No	PTHR16140	PTHR16140
Q9NNW5	Q08924	Yes	Yes	PTHR14344	PTHR14344
Q9BRT9	Q03406	Yes	Yes	PTHR21206	PTHR21206
Q9UHB9	P38687	Yes	Yes	PTHR12860	PTHR12860
P53701	P06182	Yes	No	PTHR12743	PTHR12743
Q9NPI5	P53915	Yes	No	PTHR10285	PTHR10285
P62875	P22139	Yes	Yes	PTHR23431	PTHR23431
P62877	Q08273	Yes	Yes	PTHR11210	PTHR11210
O95163	Q06706	Yes	No	PTHR12747	PTHR12747
Q8IZL8	P39113	Yes	No	PTHR34105	PTHR46910
P48163	P36013	Yes	Yes	PTHR23406	PTHR23406
Q12769	P35729	Yes	No	PTHR21286	PTHR21286
P55263	P47143	Yes	Yes	PTHR45769	PTHR45769
Q7L0J3	P25297	Yes	No	PTHR23511	PTHR24064
Q13616	Q12018	Yes	Yes	PTHR11932	PTHR11932
Q9Y248	P40359	Yes	Yes	PTHR12772	PTHR12772
P62424	P29453	Yes	Yes	PTHR23105	PTHR23105
Q01433	P15274	Yes	No	PTHR11359	PTHR11359
Q9BUE0	P32585	Yes	No	PTHR13321	PTHR13321
O43772	Q12289	Yes	Yes	PTHR45624	PTHR45624
O60832	P33322	Yes	No	PTHR23127	PTHR23127
Q149N8	Q06554	Yes	No	PTHR45865	PTHR45626
P48553	Q03660	Yes	No	PTHR13251	PTHR13251
P04424	P04076	Yes	Yes	PTHR43814	PTHR43814
P17812	P28274	Yes	Yes	PTHR11550	PTHR11550
Q1RMZ1	P38278	Yes	No	PTHR21008	PTHR21008
P13051	P12887	Yes	No	PTHR11264	PTHR11264
Q6PIV7	P32332	Yes	No	PTHR45928	PTHR45618
Q53FT3	Q08202	Yes	Yes	PTHR12925	PTHR12925
P49588	P40825	Yes	Yes	PTHR11777	PTHR11777
O14757	P38147	Yes	Yes	PTHR24343	PTHR43895
Q6YHU6	Q03496	Yes	No	PTHR14387	PTHR14387
O00471	Q06245	Yes	No	PTHR12100	PTHR12100
Q49AN0	P05066	Yes	No	PTHR11455	PTHR11455
P25787	P23639	Yes	Yes	PTHR11599	PTHR11599
Q96Q11	P21269	Yes	No	PTHR46173	PTHR13734
P23381	Q12109	Yes	Yes	PTHR10055	PTHR10055
Q9UQ84	P39875	Yes	No	PTHR11081	PTHR11081
Q14669	P11075	Yes	No	PTHR45670	PTHR10663
Q13907	P15496	Yes	Yes	PTHR10885	PTHR10885
Q9NWS0	P38768	Yes	No	PTHR22997	PTHR22997
P37059	P40471	Yes	No	PTHR43313	PTHR44169
P00156	P00163	Yes	Yes	PTHR19271	PTHR19271
P56537	Q12522	Yes	Yes	PTHR10784	PTHR10784
Q14240	P10081	Yes	No	PTHR24031	PTHR24031
Q96C36	P32263	Yes	No	PTHR11645	PTHR11645
P39023	P14126	Yes	Yes	PTHR11363	PTHR11363
P61077	P15731	Yes	No	PTHR24068	PTHR24068
Q9Y3A5	Q07953	Yes	Yes	PTHR10927	PTHR10927
A0A3B3IRV3	P89886	Yes	No	PTHR22798	PTHR22798
O94888	Q06682	Yes	No	PTHR23322	PTHR23322
Q14562	P24384	Yes	Yes	PTHR18934	PTHR18934
Q9H8H2	P36120	Yes	No	PTHR24031	PTHR24031
O14979	Q99383	Yes	No	PTHR48033	PTHR48031
P25786	P40302	Yes	Yes	PTHR11599	PTHR11599
P60900	P21243	Yes	Yes	PTHR11599	PTHR11599
P67870	P38930	Yes	Yes	PTHR11740	PTHR11740
Q9Y672	Q12001	Yes	Yes	PTHR12413	PTHR12413
Q9H1Y0	Q12380	Yes	Yes	PTHR13040	PTHR13040
Q8IYB8	P32580	Yes	No	PTHR12131	PTHR12131
P13804	Q12480	Yes	Yes	PTHR43153	PTHR43153
P25398	P48589	Yes	Yes	PTHR11843	PTHR11843
P52732	P28742	Yes	No	PTHR47970	PTHR47970
Q969U7	P36040	Yes	No	PTHR12970	PTHR12970
Q9Y3D6	P40515	Yes	No	PTHR13247	PTHR13247
Q0PNE2	Q04868	Yes	No	PTHR16184	PTHR16184
Q6P4F2	Q12184	Yes	No	PTHR23426	PTHR23426
Q16134	Q08822	Yes	Yes	PTHR10617	PTHR10617
P05386	P10622	Yes	No	PTHR45696	PTHR45696
P05387	P02400	Yes	No	PTHR21141	PTHR21141
Q9BUI4	P32349	Yes	No	PTHR12949	PTHR12949
Q9UI42	P38836	Yes	Yes	PTHR11705	PTHR11705
P09001	P31334	Yes	No	PTHR11229	PTHR11229
P48728	P48015	Yes	Yes	PTHR43757	PTHR43757
O14618	P40202	Yes	Yes	PTHR10003	PTHR10003
Q9UI43	P53123	Yes	No	PTHR10920	PTHR10920
P06576	P00830	Yes	Yes	PTHR15184	PTHR15184
Q9NRK6	P33311	Yes	No		PTHR43394
Q5JRX3	P32898	Yes	Yes	PTHR43016	PTHR43016
Q9BZD4	P33895	Yes	No	PTHR21650	PTHR21650
Q9H0D6	Q02792	Yes	No	PTHR12341	PTHR12341
Q9Y2Z2	P53070	Yes	Yes	PTHR11806	PTHR11806
P53384	P52920	Yes	Yes	PTHR23264	PTHR23264
Q8IXI2	P39722	Yes	Yes	PTHR24072	PTHR24072
Q96T25	P41696	Yes	No	PTHR19818	PTHR24390
P14324	P08524	Yes	Yes	PTHR11525	PTHR11525
P62308	P40204	Yes	Yes	PTHR10553	PTHR10553
P36873	P32598	Yes	Yes	PTHR11668	PTHR11668
Q99437	P23968	Yes	Yes	PTHR10263	PTHR10263
Q8TC07	P48365	Yes	No	PTHR22957	PTHR22957
Q4ADV7	P40395	Yes	No	PTHR22746	PTHR22746
Q6IPR3	P53177	Yes	Yes	PTHR23245	PTHR23245
P22830	P16622	Yes	Yes	PTHR11108	PTHR11108
P38117	P42940	Yes	Yes	PTHR21294	PTHR21294
Q14232	P14741	Yes	Yes	PTHR45860	PTHR45860
P20020	P38929	Yes	No	PTHR24093	PTHR24093
P67775	P23595	Yes	Yes	PTHR45619	PTHR45619
Q6NT16	P38125	Yes	No	PTHR23506	PTHR23502
O94822	Q04781	Yes	No	PTHR12389	PTHR12389
O60930	Q04740	Yes	Yes	PTHR10642	PTHR10642
Q6RFH5	P53136	Yes	No	PTHR16038	PTHR16038
Q9Y5P6	P41940	Yes	Yes	PTHR22572	PTHR22572
Q9H3S5	P47088	Yes	Yes	PTHR12886	PTHR12886
P30260	P38042	Yes	No	PTHR12558	PTHR12558
Q8NCW5	P40165	Yes	Yes	PTHR13232	PTHR13232
O94979	P38968	Yes	No	PTHR13923	PTHR13923
O95140	P38297	Yes	No	PTHR10465	PTHR10465
O75192	Q12462	Yes	Yes	PTHR12652	PTHR12652
P62891	P04650	Yes	No	PTHR19970	PTHR19970
P05198	P20459	Yes	Yes	PTHR10602	PTHR10602
O95801	P33313	Yes	No	PTHR46035	PTHR46035
P61599	Q06504	Yes	Yes	PTHR45910	PTHR45910
Q9HB07	P40093	Yes	Yes	PTHR11215	PTHR11215
O15530	Q03407	Yes	No	PTHR24356	PTHR24356
Q13405	P25642	Yes	No	PTHR13477	PTHR13477
P55786	P37898	Yes	Yes	PTHR11533	PTHR11533
Q7Z569	P38748	Yes	No	PTHR24007	PTHR24007
P49914	P40099	Yes	Yes	PTHR23407	PTHR23407
P30419	P14743	Yes	No	PTHR11377	PTHR11377
Q9NXH9	P15565	Yes	Yes	PTHR10631	PTHR10631
Q9NVS9	P38075	Yes	Yes	PTHR10851	PTHR10851
P24386	P32864	Yes	No	PTHR11787	PTHR11787
Q12887	P21592	Yes	Yes	PTHR43448	PTHR43448
Q5T1C6	P40098	Yes	No	PTHR12418	PTHR47260
P40227	P39079	Yes	Yes	PTHR11353	PTHR11353
P53990	P53843	Yes	No	PTHR12161	PTHR12161
O75648	Q12093	Yes	Yes	PTHR11933	PTHR11933
Q9BVK2	P40351	Yes	Yes	PTHR12413	PTHR12413
O94830	Q12204	Yes	No	PTHR23509	PTHR23509
Q96FZ2	Q04471	Yes	No	PTHR13604	PTHR13604
P08559	P16387	Yes	No	PTHR11516	PTHR11516
Q5JVF3	P47130	Yes	No	PTHR12732	PTHR12732
Q9NXC5	P38164	Yes	No	PTHR16453	PTHR16453
P11413	P11412	Yes	Yes	PTHR23429	PTHR23429
Q13868	P38792	Yes	Yes	PTHR21321	PTHR21321
P40123	P17555	Yes	Yes	PTHR10652	PTHR10652
Q99832	P42943	Yes	Yes	PTHR11353	PTHR11353
Q13206	P20448	Yes	No	PTHR24031	PTHR24031
Q5U5R9	P40985	Yes	No	PTHR45622	PTHR45622
Q92871	P07283	Yes	No	PTHR10466	PTHR10466
Q9NUI1	P32573	Yes	Yes	PTHR43296	PTHR43296
P33993	P38132	Yes	Yes	PTHR11630	PTHR11630
Q13618	P53202	Yes	Yes	PTHR11932	PTHR11932
Q8IWV8	P19812	Yes	No	PTHR21497	PTHR21497
Q9H063	P41910	Yes	No	PTHR22504	PTHR22504
P11177	P32473	Yes	Yes	PTHR11624	PTHR11624
Q9NPE3	Q6Q547	Yes	Yes	PTHR13305	PTHR13305
Q9Y312	P32357	Yes	Yes	PTHR12689	PTHR12689
Q9Y3B1	P35200	Yes	No	PTHR11158	PTHR11158
O75821	Q04067	Yes	Yes	PTHR10352	PTHR10352
P08397	P28789	Yes	Yes	PTHR11557	PTHR11557
Q8IY81	P25582	Yes	No	PTHR10920	PTHR10920
O00757	P09201	Yes	No	PTHR11556	PTHR11556
Q9BQ52	P36159	Yes	Yes	PTHR12553	PTHR12553
P49589	P53852	Yes	Yes	PTHR10890	PTHR10890
O95260	P16639	Yes	No	PTHR21367	PTHR21367
P61970	P33331	Yes	Yes	PTHR12612	PTHR12612
Q969S8	P53973	Yes	No	PTHR48252	PTHR48252
Q8WU90	Q12000	Yes	No	PTHR12681	PTHR12681
Q9NWL6	Q04489	Yes	Yes	PTHR45937	PTHR45937
Q92759	Q02939	Yes	Yes	PTHR13152	PTHR13152
P35573	Q06625	Yes	Yes	PTHR10569	PTHR10569
P10606	P04037	Yes	No	PTHR10122	PTHR10122
P47712	P39105	Yes	No	PTHR10728	PTHR10728
O95628	P34909	Yes	No	PTHR12603	PTHR12603
Q9UI12	P41807	Yes	No	PTHR10698	PTHR10698
Q9UNM6	Q04062	Yes	Yes	PTHR10539	PTHR10539
P50443	P53394	Yes	No	PTHR11814	PTHR11814
P33527	P39109	Yes	Yes	PTHR24223	PTHR24223
Q96FX7	P46959	Yes	No	PTHR12133	PTHR12133
Q9H115	P32602	Yes	Yes	PTHR13768	PTHR13768
Q9H9E3	Q06096	Yes	Yes	PTHR24016	PTHR24016
O95352	P38862	Yes	Yes	PTHR10953	PTHR10953
P28074	P30656	Yes	No	PTHR11599	PTHR11599
Q10713	P11914	Yes	Yes	PTHR11851	PTHR11851
Q9NP77	P53538	Yes	Yes	PTHR20383	PTHR20383
Q9P0I2	P36039	Yes	Yes	PTHR13116	PTHR13116
Q8WV93	P32317	Yes	Yes	PTHR12169	PTHR12169
Q9H2J4	Q12017	Yes	No	PTHR45809	PTHR45809
P43686	P33298	Yes	Yes	PTHR23073	PTHR23073
Q56UN5	Q01389	Yes	No	PTHR48016	PTHR48016
Q9BQ48	Q04598	Yes	No	PTHR14503	PTHR14503
Q9NUU7	P20449	Yes	Yes	PTHR47958	PTHR47958
Q96E11	P38771	Yes	No	PTHR20982	PTHR20982
P00492	P47165	Yes	No	PTHR43340	PTHR43363
P61353	P0C2H6	Yes	No	PTHR10497	PTHR10497
P52434	P20436	Yes	Yes	PTHR10917	PTHR10917
O75460	P32361	Yes	No	PTHR13954	PTHR13954
Q7Z4H3	P38331	Yes	Yes	PTHR11845	PTHR11845
Q53T94	P40992	Yes	No	PTHR31576	PTHR31576
Q9UPI3	P53943	Yes	No	PTHR10924	PTHR23502
Q9H0U3	P48439	Yes	Yes	PTHR12692	PTHR12692
Q8WUA7	Q08484	Yes	No	PTHR22957	PTHR22957
Q9UKK9	Q01976	Yes	Yes	PTHR11839	PTHR11839
O43314	Q06685	Yes	No	PTHR12750	PTHR12750
Q99685	P28321	Yes	Yes	PTHR11614	PTHR11614
P22087	P15646	Yes	No	PTHR10335	PTHR10335
Q8N6H7	P38682	Yes	No	PTHR45686	PTHR45686
Q66LE6	Q00362	Yes	Yes	PTHR11871	PTHR11871
P30041	P34227	Yes	Yes	PTHR43503	PTHR43503
Q96EY9	Q9URQ3	Yes	No	PTHR11079	PTHR11079
A2PYH4	P51979	Yes	No	PTHR47961	PTHR47961
Q9NXC2	P04387	Yes	No	PTHR43818	PTHR43708
Q9UBB9	Q06411	Yes	No	PTHR23329	PTHR23329
Q9BQ75	Q07897	Yes	No	PTHR24030	PTHR24030
Q13126	Q07938	Yes	Yes	PTHR42679	PTHR42679
Q96DU7	Q12494	Yes	No	PTHR12400	PTHR12400
O75844	P47154	Yes	Yes	PTHR10120	PTHR10120
Q96G04	P47163	Yes	No	PTHR14614	PTHR14614
Q96NT0	P38784	Yes	No	PTHR31996	PTHR31996
Q01780	Q12149	Yes	No	PTHR12124	PTHR12124
Q9NXS2	P43599	Yes	No	PTHR12283	PTHR12283
P00390	P41921	Yes	Yes	PTHR42737	PTHR42737
Q13131	P06782	Yes	No	PTHR24343	PTHR24343
Q9HC58	Q12424	Yes	No	PTHR10846	PTHR12266
Q8NHR9	P07274	Yes	Yes	PTHR11604	PTHR11604
Q86Y82	P32854	Yes	Yes	PTHR19957	PTHR19957
P32455	Q99287	Yes	No	PTHR10751	PTHR45923
Q6ZNF0	P53326	Yes	No	PTHR45867	PTHR46689
Q9P287	Q06338	Yes	No	PTHR13261	PTHR13261
O14746	Q06163	Yes	No	PTHR12066	PTHR12066
Q99595	P39515	Yes	No	PTHR10485	PTHR10485
P46976	P47011	Yes	No	PTHR11183	PTHR11183
Q9NRW7	P38932	Yes	Yes	PTHR11679	PTHR11679
O76071	Q05583	Yes	Yes	PTHR19920	PTHR19920
O00506	P08458	Yes	No	PTHR48012	PTHR24361
Q8N4J0	P53934	Yes	No	PTHR12303	PTHR12303
Q13838	Q07478	Yes	Yes	PTHR47958	PTHR47958
P00491	Q05788	Yes	Yes	PTHR11904	PTHR11904
P62854	P39938	Yes	No	PTHR12538	PTHR12538
Q53GS9	P43589	Yes	Yes	PTHR21646	PTHR21646
P14091	P07267	Yes	No	PTHR47966	PTHR47966
P53611	P20133	Yes	Yes	PTHR11774	PTHR11774
Q9NTK5	P38219	Yes	Yes	PTHR23305	PTHR23305
P14927	P00128	Yes	Yes	PTHR12022	PTHR12022
P78406	P40066	Yes	Yes	PTHR10971	PTHR10971
P54132	P35187	Yes	No	PTHR13710	PTHR13710
P61513	P0CX26	Yes	Yes	PTHR48160	PTHR48188
P17980	P33297	Yes	Yes	PTHR23073	PTHR23073
P63272	P32914	Yes	Yes	PTHR12882	PTHR12882
P32320	Q06549	Yes	Yes	PTHR11644	PTHR11644
P49755	P54837	Yes	Yes	PTHR22811	PTHR22811
Q9Y324	Q05498	Yes	Yes	PTHR12416	PTHR12416
P31948	P15705	Yes	Yes	PTHR22904	PTHR22904
Q9GZN1	Q12509	Yes	No	PTHR11937	PTHR11937
P52888	P25375	Yes	Yes	PTHR11804	PTHR11804
Q96JC1	Q07468	Yes	No	PTHR12894	PTHR12894
Q96EE3	P53011	Yes	Yes	PTHR11024	PTHR11024
Q9H6Q4	P23503	Yes	Yes	PTHR11615	PTHR11615
Q9Y6N5	P32340	Yes	No	PTHR10632	PTHR43706
Q86V24	Q12442	Yes	Yes	PTHR20855	PTHR20855
O43290	Q12420	Yes	No	PTHR14152	PTHR14152
P47756	P13517	Yes	Yes	PTHR10619	PTHR10619
P48449	P38604	Yes	Yes	PTHR11764	PTHR11764
O14521	P37298	Yes	No	PTHR13337	PTHR13337
Q5T6J7	Q03786	Yes	Yes	PTHR43442	PTHR43442
Q6NXT6	P40085	Yes	No	PTHR13317	PTHR13317
Q9Y535	P35718	Yes	Yes	PTHR12709	PTHR12709
A5PKW4	Q06836	Yes	No	PTHR10663	PTHR10663
P57081	Q03774	Yes	No	PTHR16288	PTHR16288
Q9UBD5	P54790	Yes	No	PTHR12748	PTHR12748
P78346	P38786	Yes	Yes	PTHR13031	PTHR13031
O60729	Q00684	Yes	No	PTHR23339	PTHR23339
Q9Y2Z4	P48527	Yes	Yes	PTHR11766	PTHR11766
P43304	P32191	Yes	No	PTHR11985	PTHR11985
Q92620	P15938	Yes	No	PTHR18934	PTHR18934
Q9UBF2	P32074	Yes	Yes	PTHR10261	PTHR10261
O60347	Q12344	Yes	No	PTHR22957	PTHR22957
Q8NBM4	Q08232	Yes	No		
Q9C0J8	P25365	Yes	No	PTHR22836	PTHR23284
P80108	P47014	Yes	No	PTHR23221	PTHR23221
Q09161	P34160	Yes	No	PTHR12412	PTHR12412
P43487	P41920	Yes	No	PTHR23138	PTHR23138
P62750	P04456	Yes	Yes	PTHR11620	PTHR11620
Q15738	P53199	Yes	Yes	PTHR10366	PTHR10366
Q86WR0	P40206	Yes	No	PTHR13049	PTHR13049
P62899	P0C2H8	Yes	No	PTHR10956	PTHR10956
P25325	Q08686	Yes	Yes	PTHR11364	PTHR11364
Q9Y265	Q03940	Yes	Yes	PTHR11093	PTHR11093
Q86SQ9	Q03175	Yes	Yes	PTHR10291	PTHR10291
Q8IYF3	P40511	Yes	No	PTHR47083	PTHR40375
Q7L5D6	Q12125	Yes	Yes	PTHR12875	PTHR12875
Q86WU2	P32891	Yes	Yes	PTHR11748	PTHR11748
A6NK58	Q06005	Yes	No	PTHR10993	PTHR10993
Q92575	P38349	Yes	No	PTHR46424	PTHR46424
Q6UXN9	P36104	Yes	Yes	PTHR19861	PTHR19861
Q15437	P15303	Yes	No	PTHR11141	PTHR11141
O00400	P38318	Yes	Yes	PTHR12778	PTHR12778
P36954	P27999	Yes	Yes	PTHR11239	PTHR11239
Q8NBI5	Q04991	Yes	No	PTHR20765	PTHR20772
O43542	P25301	Yes	No	PTHR46487	PTHR22942
Q5VIR6	P47061	Yes	No	PTHR12820	PTHR12820
Q9UJY4	Q06336	Yes	No	PTHR45905	PTHR47180
O14802	P04051	Yes	Yes	PTHR19376	PTHR19376
P15104	P32288	Yes	Yes	PTHR20852	PTHR20852
Q9Y210	Q12324	Yes	No	PTHR10117	PTHR10582
Q96P70	P53067	Yes	No	PTHR10997	PTHR10997
Q96T76	P40469	Yes	No	PTHR12891	PTHR12891
Q9UET6	P38238	Yes	Yes	PTHR10920	PTHR10920
Q5T280	P53336	Yes	No	PTHR12150	PTHR12150
Q9UHW5	Q06543	Yes	Yes	PTHR21231	PTHR21231
Q9H501	Q06344	Yes	No	PTHR12202	PTHR12202
Q9H3H1	P07884	Yes	Yes	PTHR11088	PTHR11088
Q9BQ67	Q04225	Yes	Yes	PTHR45903	PTHR45903
Q96I59	P25345	Yes	Yes	PTHR22594	PTHR22594
Q8NCE0	P16658	Yes	No	PTHR21227	PTHR21227
Q5VWJ9	P47057	Yes	Yes	PTHR45949	PTHR45949
Q96F86	P39998	Yes	No	PTHR13612	PTHR13612
Q9NP79	Q06263	Yes	Yes	PTHR46009	PTHR46009
